id,Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
11156,26.4,64.4,31.9,Sandy,Sugarcane,18.7,1.5,46.1,DAP
41540,28.8,59.2,38.7,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
19870,30.2,63.2,49.0,Loamy,Potato,28.0,3.3,28.0,28-28
30092,30.3,64.0,40.6,Sandy,Wheat,20.0,1.5,20.0,20-20
49671,26.0,68.0,40.8,Silty,Chilli,10.0,26.0,26.0,10-26-26
1569,26.9,75.0,45.5,Clayey,Maize,41.6,2.5,3.0,Urea
18944,24.8,66.1,45.0,Silty,Potato,28.0,1.3,28.0,28-28
20842,22.3,69.2,47.6,Loamy,Tomato,28.0,0.1,28.0,28-28
4937,34.8,73.2,58.9,Clayey,Maize,44.5,4.7,2.6,Urea
41000,29.8,57.0,51.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
8514,27.5,66.1,46.8,Loamy,Groundnut,19.8,1.4,47.7,DAP
45731,19.6,74.3,43.1,Loamy,Chilli,10.0,26.0,26.0,10-26-26
36471,26.5,82.5,55.3,Loamy,Potato,7.8,8.7,2.8,14-35-14
2968,27.5,77.8,51.5,Loamy,Maize,45.5,3.6,4.4,Urea
49643,26.3,78.2,45.3,Silty,Tomato,10.0,26.0,26.0,10-26-26
30714,25.8,62.1,38.1,Sandy,Wheat,20.0,3.4,20.0,20-20
24193,23.4,63.7,50.3,Loamy,Fruits,17.0,17.0,17.0,17-17-17
32753,27.1,53.8,31.2,Sandy,Rice,20.0,1.5,20.0,20-20
34881,26.8,67.2,40.2,Clayey,Wheat,20.0,4.9,20.0,20-20
11645,24.3,58.5,45.2,Sandy,Groundnut,19.5,0.2,46.6,DAP
19294,23.2,66.5,54.2,Silty,Onion,28.0,1.1,28.0,28-28
38037,21.1,66.7,36.8,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
11192,25.7,56.6,42.2,Loamy,Sugarcane,18.7,0.4,47.0,DAP
15323,30.6,74.2,53.8,Silty,Onion,28.0,4.8,28.0,28-28
20764,29.6,55.9,48.2,Silty,Potato,28.0,2.4,28.0,28-28
1673,26.4,77.5,45.7,Loamy,Rice,45.0,4.8,3.4,Urea
14601,30.3,57.8,53.5,Silty,Potato,28.0,2.9,28.0,28-28
36958,23.5,69.5,38.1,Sandy,Cotton,14.0,14.0,35.0,14-35-14
2547,30.1,75.5,42.1,Clayey,Maize,45.5,0.1,4.0,Urea
19821,31.0,64.6,53.9,Silty,Potato,28.0,1.9,28.0,28-28
27320,19.7,67.9,48.9,Silty,Flowers,17.0,17.0,17.0,17-17-17
26860,19.8,69.8,57.5,Silty,Fruits,17.0,17.0,17.0,17-17-17
32606,29.7,61.7,40.3,Sandy,Wheat,20.0,4.0,20.0,20-20
7826,22.2,59.8,39.4,Loamy,Groundnut,19.7,0.1,46.3,DAP
19224,24.0,72.6,39.1,Loamy,Potato,28.0,1.4,28.0,28-28
21348,30.5,74.6,45.8,Silty,Potato,28.0,3.1,28.0,28-28
39542,26.9,72.4,48.2,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
27897,21.0,61.0,49.0,Silty,Fruits,17.0,17.0,17.0,17-17-17
2537,29.4,79.3,43.9,Clayey,Wheat,40.8,0.7,3.0,Urea
3589,33.1,79.8,40.6,Loamy,Rice,45.6,3.1,0.3,Urea
15719,27.0,72.6,54.8,Silty,Tomato,28.0,4.8,28.0,28-28
19413,27.9,59.4,42.0,Loamy,Onion,28.0,4.9,28.0,28-28
18322,31.4,72.6,51.2,Loamy,Potato,28.0,2.9,28.0,28-28
14453,29.3,59.1,54.5,Silty,Potato,28.0,2.8,28.0,28-28
550,30.5,71.4,44.2,Clayey,Maize,45.8,2.4,0.8,Urea
18359,22.9,59.5,36.5,Loamy,Onion,28.0,4.6,28.0,28-28
48516,28.0,71.5,47.4,Silty,Chilli,10.0,26.0,26.0,10-26-26
30949,30.7,54.1,34.2,Sandy,Rice,20.0,2.2,20.0,20-20
40932,23.2,74.2,43.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
34167,32.6,51.2,47.7,Clayey,Wheat,20.0,3.4,20.0,20-20
49355,27.1,73.2,46.0,Silty,Tomato,10.0,26.0,26.0,10-26-26
32463,33.4,57.3,37.9,Clayey,Rice,20.0,2.8,20.0,20-20
22106,21.0,69.1,51.4,Silty,Flowers,17.0,17.0,17.0,17-17-17
16825,26.5,66.6,41.1,Loamy,Onion,28.0,4.7,28.0,28-28
43243,20.7,69.2,57.7,Silty,Chilli,10.0,26.0,26.0,10-26-26
12872,25.0,51.5,31.5,Sandy,Sugarcane,18.1,1.0,48.0,DAP
35393,29.4,61.3,39.1,Sandy,Rice,20.0,1.0,20.0,20-20
13016,25.2,66.4,41.9,Loamy,Cotton,19.3,0.9,46.9,DAP
41745,20.4,74.1,48.0,Loamy,Cotton,14.0,14.0,35.0,14-35-14
26875,20.8,69.2,54.3,Loamy,Flowers,17.0,17.0,17.0,17-17-17
4005,30.6,63.0,52.0,Clayey,Rice,45.6,4.4,3.6,Urea
41763,24.7,59.3,50.0,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
42122,21.7,59.9,45.2,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
41828,20.1,67.1,54.2,Loamy,Cotton,14.0,14.0,35.0,14-35-14
33414,29.2,50.6,32.5,Sandy,Wheat,20.0,4.3,20.0,20-20
28730,28.1,61.0,48.6,Clayey,Wheat,20.0,3.7,20.0,20-20
34693,28.6,61.5,34.9,Clayey,Wheat,20.0,3.0,20.0,20-20
22349,26.8,64.2,48.6,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
28451,24.1,78.9,47.3,Silty,Fruits,17.0,17.0,17.0,17-17-17
11991,20.8,67.7,44.4,Sandy,Cotton,18.8,0.8,47.2,DAP
41145,27.0,65.6,39.2,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
20185,26.6,59.5,52.0,Silty,Potato,28.0,4.5,28.0,28-28
44950,21.1,68.1,40.2,Silty,Tomato,10.0,26.0,26.0,10-26-26
19682,28.2,64.3,35.4,Loamy,Potato,28.0,2.6,28.0,28-28
26512,27.7,73.5,50.5,Loamy,Flowers,17.0,17.0,17.0,17-17-17
44280,26.5,66.3,45.8,Loamy,Tomato,10.0,26.0,26.0,10-26-26
346,27.2,66.4,57.0,Loamy,Maize,49.3,3.2,1.1,Urea
27790,19.4,77.9,49.3,Loamy,Fruits,17.0,17.0,17.0,17-17-17
47354,24.5,74.9,40.6,Loamy,Chilli,10.0,26.0,26.0,10-26-26
16335,30.7,72.2,47.6,Silty,Tomato,28.0,3.1,28.0,28-28
14613,15.7,43.4,51.6,Sandy,Potato,32.5,11.7,38.3,28-28
30234,26.5,67.3,47.1,Clayey,Wheat,20.0,0.8,20.0,20-20
37040,28.6,67.0,35.3,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
46863,23.9,60.9,55.9,Silty,Potato,10.0,26.0,26.0,10-26-26
31205,30.6,66.2,45.4,Sandy,Rice,20.0,2.9,20.0,20-20
12384,28.7,57.7,48.5,Loamy,Cotton,18.0,0.9,47.9,DAP
30539,25.6,63.0,31.2,Clayey,Wheat,20.0,0.2,20.0,20-20
37301,28.9,72.6,40.8,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
10313,25.6,66.2,38.4,Sandy,Cotton,19.2,1.8,47.6,DAP
9335,29.5,62.2,37.7,Loamy,Cotton,19.3,1.1,47.8,DAP
33970,28.1,50.0,34.6,Sandy,Rice,20.0,4.3,20.0,20-20
8831,22.5,54.2,45.0,Loamy,Sugarcane,19.7,0.2,46.7,DAP
43867,23.3,66.2,40.5,Loamy,Potato,10.0,26.0,26.0,10-26-26
19335,27.0,65.5,49.8,Silty,Onion,28.0,4.3,28.0,28-28
14443,30.7,63.6,41.2,Loamy,Onion,28.0,2.1,28.0,28-28
15114,22.5,58.4,42.3,Loamy,Onion,28.0,4.8,28.0,28-28
6148,31.5,75.7,40.4,Clayey,Rice,42.3,1.5,4.6,Urea
41611,21.3,66.8,53.1,Loamy,Cotton,14.0,14.0,35.0,14-35-14
41501,23.0,65.8,35.8,Sandy,Cotton,14.0,14.0,35.0,14-35-14
31946,28.6,56.1,40.3,Clayey,Rice,20.0,4.2,20.0,20-20
48667,27.3,66.5,46.5,Silty,Potato,10.0,26.0,26.0,10-26-26
13015,21.0,55.3,33.3,Loamy,Sugarcane,18.3,1.3,46.9,DAP
18580,28.8,73.1,40.1,Loamy,Tomato,28.0,2.0,28.0,28-28
3747,27.1,67.1,47.3,Loamy,Wheat,44.6,0.8,4.5,Urea
32911,27.7,64.9,38.1,Sandy,Wheat,20.0,4.9,20.0,20-20
33021,28.5,61.1,46.1,Clayey,Wheat,20.0,1.8,20.0,20-20
7689,20.1,66.3,42.4,Sandy,Groundnut,18.9,1.8,46.6,DAP
27742,24.5,70.9,46.9,Silty,Flowers,17.0,17.0,17.0,17-17-17
35975,26.4,58.6,48.2,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
25515,21.2,61.4,59.9,Silty,Vegetables,17.0,17.0,17.0,17-17-17
33905,27.1,68.1,43.1,Sandy,Rice,20.0,2.3,20.0,20-20
38889,22.1,69.4,51.2,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
27999,21.1,63.2,46.7,Silty,Fruits,17.0,17.0,17.0,17-17-17
28601,29.7,57.1,34.5,Clayey,Wheat,20.0,5.0,20.0,20-20
1756,28.2,71.9,50.8,Clayey,Wheat,48.6,4.2,0.6,Urea
28267,22.9,72.1,52.6,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
17322,25.8,71.0,39.9,Silty,Potato,28.0,0.3,28.0,28-28
2502,30.5,78.5,50.7,Clayey,Maize,44.1,3.0,4.0,Urea
6292,29.7,72.1,51.8,Loamy,Wheat,41.1,3.7,1.2,Urea
46206,18.4,60.0,44.1,Silty,Tomato,10.0,26.0,26.0,10-26-26
24040,29.9,49.6,28.6,Silty,Rice,17.6,39.7,30.5,17-17-17
37719,24.7,70.1,52.1,Sandy,Cotton,14.0,14.0,35.0,14-35-14
30438,25.3,59.4,48.7,Sandy,Wheat,20.0,2.4,20.0,20-20
39559,21.5,63.3,45.7,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
40801,27.9,56.6,44.6,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
30939,25.1,63.9,43.0,Clayey,Wheat,20.0,2.9,20.0,20-20
38445,23.5,57.4,35.2,Loamy,Cotton,14.0,14.0,35.0,14-35-14
12822,23.1,50.9,49.8,Sandy,Groundnut,18.8,0.9,46.5,DAP
46522,26.0,63.7,47.1,Silty,Chilli,10.0,26.0,26.0,10-26-26
44768,21.3,60.7,58.3,Loamy,Chilli,10.0,26.0,26.0,10-26-26
28853,27.9,63.8,48.4,Sandy,Rice,20.0,3.9,20.0,20-20
18653,30.9,58.5,47.2,Silty,Tomato,28.0,0.7,28.0,28-28
24178,25.1,68.7,57.0,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
10862,21.3,58.2,47.3,Loamy,Sugarcane,18.4,0.0,46.2,DAP
12706,29.8,66.4,37.6,Loamy,Sugarcane,19.3,0.1,46.4,DAP
33203,26.7,66.3,41.5,Sandy,Rice,20.0,4.3,20.0,20-20
28122,19.9,64.2,40.6,Silty,Fruits,17.0,17.0,17.0,17-17-17
36233,24.2,73.8,39.9,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
4377,28.2,65.8,46.5,Clayey,Maize,45.4,4.3,1.0,Urea
33787,34.9,64.8,49.7,Sandy,Wheat,20.0,0.9,20.0,20-20
18077,28.4,58.9,37.5,Loamy,Onion,28.0,4.1,28.0,28-28
44856,18.6,66.6,52.3,Loamy,Tomato,10.0,26.0,26.0,10-26-26
22809,23.8,68.5,56.5,Silty,Flowers,17.0,17.0,17.0,17-17-17
19923,30.7,74.4,45.2,Loamy,Potato,28.0,2.9,28.0,28-28
33477,30.5,51.0,46.6,Clayey,Rice,20.0,0.5,20.0,20-20
22898,19.2,70.5,45.1,Silty,Flowers,17.0,17.0,17.0,17-17-17
11061,26.8,51.3,31.7,Loamy,Sugarcane,18.1,1.8,46.9,DAP
26621,20.5,75.7,44.4,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
37318,20.3,67.6,41.9,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
40383,26.7,72.9,48.5,Loamy,Cotton,14.0,14.0,35.0,14-35-14
37883,25.0,66.0,49.0,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
32447,28.8,51.6,49.1,Clayey,Rice,20.0,2.5,20.0,20-20
27032,26.0,68.9,53.9,Loamy,Fruits,17.0,17.0,17.0,17-17-17
24689,24.1,78.0,50.8,Loamy,Flowers,17.0,17.0,17.0,17-17-17
39438,24.6,65.7,51.8,Loamy,Cotton,14.0,14.0,35.0,14-35-14
389,26.6,61.4,43.7,Loamy,Rice,46.6,0.8,1.3,Urea
46548,23.5,78.5,43.1,Silty,Tomato,10.0,26.0,26.0,10-26-26
23476,23.7,62.9,58.9,Loamy,Flowers,17.0,17.0,17.0,17-17-17
19144,28.9,66.9,49.2,Silty,Potato,28.0,0.9,28.0,28-28
38467,25.7,59.7,37.6,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
46359,23.1,75.4,48.9,Silty,Potato,10.0,26.0,26.0,10-26-26
13382,26.4,54.7,32.1,Sandy,Cotton,18.7,1.3,47.3,DAP
14157,25.4,69.3,33.7,Loamy,Sugarcane,18.5,1.4,47.2,DAP
138,33.9,79.1,57.2,Clayey,Rice,48.8,0.6,1.3,Urea
17729,30.1,74.8,52.7,Loamy,Tomato,28.0,4.2,28.0,28-28
21097,22.5,64.8,49.2,Silty,Potato,28.0,1.9,28.0,28-28
28172,22.3,72.5,54.9,Silty,Fruits,17.0,17.0,17.0,17-17-17
8019,29.8,54.3,44.2,Sandy,Cotton,19.5,0.2,47.3,DAP
33380,31.5,63.1,41.9,Sandy,Rice,20.0,2.9,20.0,20-20
14700,31.4,58.8,38.5,Silty,Onion,28.0,0.7,28.0,28-28
4144,26.3,68.9,57.5,Loamy,Rice,44.5,0.2,5.0,Urea
10582,28.1,67.0,46.9,Sandy,Cotton,19.3,0.6,46.9,DAP
6959,26.6,79.8,58.3,Loamy,Wheat,43.5,1.0,2.3,Urea
38120,29.4,58.2,38.1,Sandy,Cotton,14.0,14.0,35.0,14-35-14
7294,24.8,62.6,31.8,Loamy,Groundnut,19.1,1.0,47.7,DAP
8988,25.6,65.1,37.5,Loamy,Cotton,18.2,0.0,47.6,DAP
25080,28.2,84.0,54.6,Clayey,Potato,19.0,11.1,21.1,17-17-17
49091,25.1,79.2,56.2,Loamy,Chilli,10.0,26.0,26.0,10-26-26
44985,24.9,60.6,46.2,Silty,Tomato,10.0,26.0,26.0,10-26-26
25336,27.3,66.9,40.1,Silty,Flowers,17.0,17.0,17.0,17-17-17
15288,31.4,68.1,35.3,Silty,Onion,28.0,2.4,28.0,28-28
27755,25.6,70.2,56.0,Silty,Vegetables,17.0,17.0,17.0,17-17-17
40397,21.6,67.9,52.7,Loamy,Cotton,14.0,14.0,35.0,14-35-14
20986,26.5,67.9,40.7,Loamy,Potato,28.0,1.9,28.0,28-28
33375,34.5,65.7,43.9,Clayey,Wheat,20.0,3.5,20.0,20-20
38985,23.7,72.6,51.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
44394,27.9,62.8,46.9,Loamy,Tomato,10.0,26.0,26.0,10-26-26
27943,23.3,61.2,48.3,Silty,Fruits,17.0,17.0,17.0,17-17-17
820,30.3,73.1,44.7,Clayey,Maize,46.3,2.8,1.3,Urea
47,27.8,62.4,53.9,Clayey,Rice,48.4,4.1,0.1,Urea
25570,25.4,71.4,55.5,Silty,Fruits,17.0,17.0,17.0,17-17-17
35204,33.7,62.7,35.0,Sandy,Rice,20.0,4.5,20.0,20-20
39675,26.2,73.8,51.5,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
29032,26.4,64.8,37.5,Sandy,Wheat,20.0,3.0,20.0,20-20
46124,25.7,63.5,44.9,Silty,Tomato,10.0,26.0,26.0,10-26-26
20058,30.2,69.5,47.1,Loamy,Potato,28.0,0.7,28.0,28-28
25662,18.9,60.4,48.4,Silty,Flowers,17.0,17.0,17.0,17-17-17
47686,18.6,67.2,54.4,Loamy,Chilli,10.0,26.0,26.0,10-26-26
604,33.8,61.0,45.1,Loamy,Maize,49.5,3.0,3.7,Urea
5394,31.2,63.3,56.8,Loamy,Maize,41.6,0.6,3.9,Urea
31476,26.8,56.0,41.0,Clayey,Rice,20.0,0.9,20.0,20-20
48891,19.0,64.8,40.3,Silty,Potato,10.0,26.0,26.0,10-26-26
19049,22.4,65.4,46.7,Silty,Tomato,28.0,4.0,28.0,28-28
49461,26.8,60.4,40.1,Loamy,Chilli,10.0,26.0,26.0,10-26-26
16231,23.1,68.6,38.0,Silty,Potato,28.0,0.2,28.0,28-28
31563,33.7,68.2,48.0,Clayey,Rice,20.0,0.2,20.0,20-20
17995,29.1,64.8,51.0,Silty,Onion,28.0,0.4,28.0,28-28
223,27.3,79.5,53.3,Clayey,Maize,45.1,3.9,4.5,Urea
25951,26.4,74.5,40.1,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
23592,24.8,73.2,40.6,Silty,Flowers,17.0,17.0,17.0,17-17-17
41838,24.2,56.4,44.1,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
4990,28.3,63.6,59.1,Loamy,Rice,45.4,3.1,2.9,Urea
25721,19.7,78.9,40.4,Silty,Vegetables,17.0,17.0,17.0,17-17-17
27218,23.4,77.5,57.2,Silty,Flowers,17.0,17.0,17.0,17-17-17
27624,19.8,74.8,55.5,Silty,Fruits,17.0,17.0,17.0,17-17-17
398,30.0,68.2,57.4,Clayey,Wheat,47.0,0.9,3.5,Urea
15346,26.0,70.8,43.8,Silty,Tomato,28.0,3.0,28.0,28-28
21559,18.6,77.4,46.3,Loamy,Flowers,17.0,17.0,17.0,17-17-17
18514,25.7,59.7,38.1,Silty,Tomato,28.0,4.4,28.0,28-28
36419,24.2,70.3,40.8,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
18606,25.1,62.4,40.0,Loamy,Tomato,28.0,4.6,28.0,28-28
43611,26.3,69.4,43.5,Loamy,Potato,10.0,26.0,26.0,10-26-26
18809,26.4,63.6,47.2,Loamy,Onion,28.0,1.2,28.0,28-28
10623,25.4,51.2,36.2,Loamy,Cotton,18.3,1.6,46.6,DAP
32423,33.7,50.1,34.6,Sandy,Wheat,20.0,2.0,20.0,20-20
26594,23.5,77.8,59.3,Loamy,Fruits,17.0,17.0,17.0,17-17-17
2640,33.9,66.7,50.2,Clayey,Maize,48.2,4.0,4.3,Urea
46045,19.8,75.7,42.6,Loamy,Tomato,10.0,26.0,26.0,10-26-26
44688,27.7,66.2,43.5,Loamy,Tomato,10.0,26.0,26.0,10-26-26
19706,23.6,58.1,40.7,Silty,Potato,28.0,1.5,28.0,28-28
2047,26.5,61.2,57.5,Clayey,Rice,42.3,1.0,1.7,Urea
25810,19.6,68.7,51.1,Silty,Fruits,17.0,17.0,17.0,17-17-17
8668,29.8,59.2,37.9,Sandy,Groundnut,19.0,0.2,46.6,DAP
8283,25.9,56.2,30.7,Loamy,Sugarcane,19.7,1.2,46.1,DAP
28008,24.5,61.9,58.8,Loamy,Flowers,17.0,17.0,17.0,17-17-17
20232,25.5,64.5,42.7,Silty,Tomato,28.0,2.1,28.0,28-28
36091,25.8,74.5,54.9,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
46950,20.9,77.8,54.6,Loamy,Chilli,10.0,26.0,26.0,10-26-26
19377,29.4,64.4,42.4,Silty,Potato,28.0,2.6,28.0,28-28
22532,23.2,72.0,51.7,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
46897,22.6,73.8,41.4,Loamy,Potato,10.0,26.0,26.0,10-26-26
12561,24.3,54.8,32.1,Sandy,Cotton,18.9,0.1,47.4,DAP
10988,23.1,55.9,38.9,Loamy,Sugarcane,18.0,1.1,47.0,DAP
35172,31.2,62.6,31.9,Clayey,Wheat,20.0,2.8,20.0,20-20
40355,21.1,60.0,38.1,Loamy,Cotton,14.0,14.0,35.0,14-35-14
46707,24.8,63.0,45.1,Loamy,Chilli,10.0,26.0,26.0,10-26-26
11789,25.9,51.2,42.9,Sandy,Sugarcane,18.2,1.4,47.5,DAP
12961,29.4,55.5,34.2,Loamy,Cotton,18.8,1.3,46.2,DAP
42910,23.0,71.8,51.4,Silty,Potato,10.0,26.0,26.0,10-26-26
16591,27.6,59.7,52.8,Loamy,Onion,28.0,3.8,28.0,28-28
2457,30.7,68.5,54.9,Loamy,Rice,49.1,3.8,0.2,Urea
30645,27.7,62.8,42.3,Clayey,Wheat,20.0,3.3,20.0,20-20
30746,25.9,51.9,33.3,Sandy,Rice,20.0,0.4,20.0,20-20
4813,26.5,73.6,44.0,Loamy,Wheat,42.0,1.6,0.9,Urea
36525,20.9,71.9,49.4,Loamy,Cotton,14.0,14.0,35.0,14-35-14
49172,24.8,74.7,45.8,Loamy,Chilli,10.0,26.0,26.0,10-26-26
14429,22.9,58.6,43.4,Loamy,Onion,28.0,3.8,28.0,28-28
22499,26.6,76.0,51.6,Loamy,Flowers,17.0,17.0,17.0,17-17-17
14470,23.2,66.9,42.6,Loamy,Onion,28.0,3.2,28.0,28-28
33860,34.4,66.8,40.3,Clayey,Wheat,20.0,2.9,20.0,20-20
48222,21.0,70.2,56.3,Silty,Potato,10.0,26.0,26.0,10-26-26
20629,23.1,67.9,45.6,Silty,Onion,28.0,2.2,28.0,28-28
21724,26.0,73.2,49.3,Silty,Fruits,17.0,17.0,17.0,17-17-17
40044,28.7,57.6,49.5,Sandy,Cotton,14.0,14.0,35.0,14-35-14
20796,22.5,63.9,36.1,Silty,Potato,28.0,2.6,28.0,28-28
14266,27.4,45.7,68.0,Silty,Vegetables,16.2,7.2,38.5,DAP
25716,27.7,75.5,50.8,Silty,Fruits,17.0,17.0,17.0,17-17-17
24130,22.1,74.0,55.6,Silty,Vegetables,17.0,17.0,17.0,17-17-17
38095,28.5,63.4,46.9,Loamy,Cotton,14.0,14.0,35.0,14-35-14
14439,23.6,58.1,53.3,Loamy,Onion,28.0,2.9,28.0,28-28
26153,19.5,67.3,50.6,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
46003,19.4,72.9,50.3,Loamy,Tomato,10.0,26.0,26.0,10-26-26
15157,26.3,64.4,54.7,Loamy,Potato,28.0,4.7,28.0,28-28
45822,21.1,67.5,59.8,Silty,Potato,10.0,26.0,26.0,10-26-26
33108,28.0,59.3,37.1,Sandy,Rice,20.0,1.7,20.0,20-20
4506,29.6,61.7,58.8,Clayey,Maize,44.3,4.7,4.0,Urea
13515,23.8,63.0,49.6,Loamy,Cotton,18.9,1.1,46.3,DAP
7166,22.7,60.1,31.8,Sandy,Groundnut,18.1,1.0,46.0,DAP
46770,19.4,65.5,49.9,Silty,Chilli,10.0,26.0,26.0,10-26-26
17990,26.1,65.8,41.1,Loamy,Potato,28.0,1.6,28.0,28-28
9894,22.6,59.0,37.4,Loamy,Cotton,19.5,1.7,46.5,DAP
6771,28.9,78.4,48.2,Clayey,Maize,48.8,4.5,1.2,Urea
27775,27.4,69.7,54.7,Silty,Fruits,17.0,17.0,17.0,17-17-17
16184,28.1,71.9,46.3,Loamy,Onion,28.0,3.4,28.0,28-28
19733,29.5,58.0,41.9,Loamy,Potato,28.0,4.8,28.0,28-28
47614,24.1,69.1,43.7,Silty,Potato,10.0,26.0,26.0,10-26-26
30738,32.8,70.0,32.6,Sandy,Wheat,20.0,1.2,20.0,20-20
45732,27.0,68.7,50.2,Silty,Potato,10.0,26.0,26.0,10-26-26
7187,22.4,59.6,37.5,Sandy,Sugarcane,19.2,0.8,47.8,DAP
41620,21.2,57.4,50.1,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
22179,24.3,74.1,44.7,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
32453,29.1,56.3,34.9,Sandy,Rice,20.0,2.7,20.0,20-20
5156,27.4,61.2,45.7,Loamy,Maize,47.9,5.0,4.0,Urea
35345,31.9,56.6,32.1,Sandy,Wheat,20.0,0.6,20.0,20-20
4468,33.2,66.5,46.1,Clayey,Rice,42.5,3.7,1.1,Urea
22519,26.5,75.9,47.4,Loamy,Flowers,17.0,17.0,17.0,17-17-17
20268,27.6,58.7,37.6,Silty,Onion,28.0,4.2,28.0,28-28
17434,31.5,56.0,46.4,Loamy,Potato,28.0,0.8,28.0,28-28
19235,27.9,66.0,39.9,Silty,Potato,28.0,2.2,28.0,28-28
28119,22.9,72.6,55.6,Silty,Vegetables,17.0,17.0,17.0,17-17-17
31641,33.2,69.3,36.5,Sandy,Wheat,20.0,1.8,20.0,20-20
40248,24.2,60.3,40.1,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
6563,34.4,70.1,54.0,Loamy,Maize,48.5,4.0,4.3,Urea
30434,33.6,55.8,40.5,Clayey,Rice,20.0,2.8,20.0,20-20
27987,23.1,68.1,52.3,Loamy,Vegetables,17.0,17.0,17.0,17-17-17
38809,20.7,72.2,48.0,Sandy,Cotton,14.0,14.0,35.0,14-35-14
23298,22.1,78.5,50.8,Silty,Maize,18.2,2.7,20.1,17-17-17
1153,30.6,66.0,43.3,Loamy,Wheat,40.2,1.5,3.4,Urea
35521,33.7,55.7,33.7,Clayey,Rice,20.0,2.6,20.0,20-20
1193,29.7,75.7,54.9,Loamy,Wheat,41.3,3.7,0.7,Urea
19161,31.2,66.0,47.8,Silty,Tomato,28.0,2.4,28.0,28-28
14413,24.5,55.7,35.2,Loamy,Tomato,28.0,3.5,28.0,28-28
49641,25.0,72.1,48.9,Loamy,Chilli,10.0,26.0,26.0,10-26-26
29727,32.3,50.6,46.8,Clayey,Rice,20.0,0.2,20.0,20-20
33941,26.5,51.6,30.3,Sandy,Wheat,20.0,0.3,20.0,20-20
45830,26.6,70.7,51.0,Silty,Potato,10.0,26.0,26.0,10-26-26
17983,31.9,58.1,47.5,Loamy,Onion,28.0,4.9,28.0,28-28
3380,31.9,76.4,54.8,Loamy,Wheat,42.0,1.6,4.7,Urea
11697,27.5,50.0,31.2,Loamy,Cotton,19.5,1.7,47.2,DAP
41488,23.5,71.1,43.0,Sandy,Cotton,14.0,14.0,35.0,14-35-14
16201,30.1,68.6,54.8,Loamy,Tomato,28.0,5.0,28.0,28-28
40267,21.7,58.2,53.6,Sandy,Sugarcane,14.0,14.0,35.0,14-35-14
42911,18.3,74.3,54.6,Loamy,Tomato,10.0,26.0,26.0,10-26-26
31432,30.4,63.2,39.7,Sandy,Rice,20.0,3.5,20.0,20-20
21803,27.8,71.8,53.5,Loamy,Fruits,17.0,17.0,17.0,17-17-17
40917,28.8,55.3,36.0,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
33525,28.9,66.7,31.1,Sandy,Wheat,20.0,0.4,20.0,20-20
22925,27.4,62.7,53.0,Silty,Flowers,17.0,17.0,17.0,17-17-17
12990,20.9,67.7,48.9,Loamy,Groundnut,19.6,0.1,47.9,DAP
39136,23.4,70.1,44.4,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
38839,28.0,70.4,44.4,Loamy,Sugarcane,14.0,14.0,35.0,14-35-14
45772,24.7,63.1,40.6,Silty,Chilli,10.0,26.0,26.0,10-26-26
17981,29.5,69.4,51.7,Loamy,Potato,28.0,4.0,28.0,28-28
45082,28.0,62.5,50.9,Loamy,Chilli,10.0,26.0,26.0,10-26-26
31308,31.7,79.2,56.0,Clayey,Tomato,18.9,26.8,37.0,20-20
